s_no,lda_1,Label,tweet_count,pca_1,pca_2
138,3.006278671,Content Polluter,26308,0.005764926,0.06968704
139,-0.50200382,Content Polluter,3890,0.031577917,0.003326832
140,-1.538579989,Content Polluter,9192,0.101971233,0.01259892
141,-11.54131571,Content Polluter,2311,0.477073957,-0.038601923
142,-0.026885693,Content Polluter,3265,0.009072351,0.00342566
143,-1.416148801,Content Polluter,1025,0.053980286,-0.006757848
144,-0.138407513,Content Polluter,49,-0.003622972,-0.004716059
145,0.60939904,Content Polluter,7489,0.00480201,0.015881061
146,-2.332416965,Content Polluter,16219,0.171700342,0.026865444
147,-0.960951213,Content Polluter,1406,0.03741446,-0.004276397
148,-0.166796977,Content Polluter,4641,0.021750679,0.006302504
149,-0.684358983,Content Polluter,7,0.018603077,-0.006702611
150,-0.304261535,Content Polluter,19489,0.1055051,0.041787531
151,0.026667538,Content Polluter,3100,0.00567164,0.003240002
152,0.15810955,Content Polluter,1592,-0.007644277,3.98E-05
153,-3.192916937,Content Polluter,2122,0.132766143,-0.010231926
154,-0.771701341,Content Polluter,3280,0.039778352,0.000890268
155,-0.335263361,Content Polluter,87,0.004659941,-0.005302706
156,-0.590599851,Content Polluter,190,0.015722189,-0.005936725
157,-0.644921308,Content Polluter,2320,0.029209845,-0.000970128
158,-4.384116381,Content Polluter,603,0.173751008,-0.018023058
159,0.072607539,Content Polluter,4,-0.012468094,-0.004102468
160,-2.593057064,Content Polluter,823,0.101361271,-0.011314993
161,-0.118441704,Content Polluter,20704,0.104352701,0.045363118
162,-0.179349931,Content Polluter,201,-0.001105311,-0.004492339
163,-0.064441024,Content Polluter,3082,0.009984396,0.00282378
164,0.054377495,Content Polluter,130,-0.011062577,-0.003859655
165,-0.357898233,Content Polluter,88,0.005480381,-0.005368289
166,-0.315581094,Content Polluter,24,0.003465093,-0.00538257
167,-0.51987806,Content Polluter,2415,0.024596036,-0.000310785
168,-0.849961385,Content Polluter,85,0.026483676,-0.00714352
169,-2.818605296,Content Polluter,8583,0.151431949,0.006701758
170,-0.293855474,Content Polluter,572,0.00549409,-0.003983878
171,0.086577973,Content Polluter,1297,-0.006236673,-0.000923178
172,-3.051693143,Content Polluter,32,0.115856812,-0.014796443
173,1.913536443,Content Polluter,19590,0.015051537,0.049671211
174,-0.186419574,Content Polluter,801,0.002276562,-0.00305794
175,-0.067933471,Content Polluter,1249,-0.000221935,-0.001565346
176,-7.235538876,Content Polluter,2267,0.300080531,-0.023867121
177,0.073968672,Content Polluter,1196,-0.006241867,-0.001211988
178,2.071526369,Content Polluter,17525,-0.002100418,0.045197443
179,0.052182137,Content Polluter,164,-0.010799823,-0.003784334
180,-0.058862253,Content Polluter,97,-0.006063037,-0.004375943
181,0.316169496,Content Polluter,5040,0.004082055,0.008928313
182,-0.338939155,Content Polluter,260,0.005672356,-0.004892138
183,-2.349854422,Content Polluter,14260,0.161963732,0.022073921
184,-4.258826688,Content Polluter,779,0.169478673,-0.017160155
185,0.040674887,Content Polluter,102,-0.010650337,-0.003974434
186,0.34857586,Content Polluter,2657,-0.0097903,0.003269371
187,-0.578033204,Content Polluter,2364,0.026666708,-0.000630495
188,-6.521003084,Content Polluter,2174,0.269668836,-0.021577719
189,-2.405033629,Content Polluter,507,0.091824458,-0.011418526
190,-0.293856806,Content Polluter,79,0.003619944,-0.005240996
191,0.047275415,Content Polluter,850,-0.006971777,-0.002141453
192,-1.251289478,Content Polluter,449,0.044243676,-0.007589951
193,-0.26465844,Content Polluter,812,0.005619999,-0.003307448
194,-2.351858559,Content Polluter,4042,0.108467687,-0.002694343
195,-2.887266757,Content Polluter,2400,0.121985836,-0.008531906
196,-0.312386779,Content Polluter,206,0.004371333,-0.004937811
197,-4.862573739,Content Polluter,30342,0.349963502,0.052338876
198,-1.887323386,Content Polluter,197,0.069022481,-0.010392018
199,-2.091394209,Content Polluter,1100,0.08209016,-0.008903239
200,-0.166240769,Content Polluter,21,-0.002637191,-0.004878969
201,-3.51015249,Content Polluter,570,0.137527508,-0.01507548
202,-6.398630426,Content Polluter,6994,0.289969321,-0.009480001
203,-5.182645052,Content Polluter,706,0.206833227,-0.020504852
204,-0.656089238,Content Polluter,5823,0.04812588,0.007472365
205,-0.104180226,Content Polluter,184,-0.004240759,-0.004277913
206,-0.072327344,Content Polluter,800,-0.002387031,-0.002669335
207,-0.744676498,Content Polluter,684,0.024651781,-0.005271928
208,-0.037995642,Content Polluter,2704,0.0061434,0.002066829
209,0.003315849,Content Polluter,3041,0.006342775,0.003014617
210,-0.276599718,Content Polluter,324,0.003544657,-0.004530592
211,-1.476793594,Content Polluter,2316,0.063323065,-0.003845749
212,-4.26158673,Content Polluter,490,0.167991026,-0.01786249
213,-1.222351858,Content Polluter,6002,0.072533205,0.005934789
214,-2.503836049,Content Polluter,3677,0.112791226,-0.004102553
215,-0.59323315,Content Polluter,5129,0.041812373,0.006015509
216,-1.975004467,Content Polluter,769,0.075598537,-0.009306112
217,-1.988066959,Content Polluter,744,0.075972884,-0.009409014
218,-0.953684626,Content Polluter,8429,0.073962416,0.012765694
219,-1.749526598,Content Polluter,1296,0.069167761,-0.007257309
220,-0.106872114,Content Polluter,13824,0.067705077,0.028739179
221,-0.952200909,Content Polluter,96,0.030059308,-0.007409624
222,-1.077908444,Content Polluter,6779,0.070537767,0.00832786
223,-0.358798679,Content Polluter,91,0.005634916,-0.005373066
224,-0.247108629,Content Polluter,1146,0.00668608,-0.002440663
225,-0.742583774,Content Polluter,1115,0.026822128,-0.004219944
226,-1.530941336,Content Polluter,1072,0.059097541,-0.007053527
227,-2.80394435,Content Polluter,6688,0.140707763,0.002176444
228,0.587006053,Content Polluter,6139,-0.00122058,0.01252039
229,-3.906061,Content Polluter,1462,0.15848965,-0.014281334
230,-0.488632512,Content Polluter,4516,0.034413341,0.004880963
231,-0.003803223,Content Polluter,293,-0.007826129,-0.003664608
232,0.153543941,Content Polluter,2808,-0.001037898,0.002967073
233,-1.299566144,Content Polluter,1981,0.054335583,-0.004050605
234,-0.965164141,Content Polluter,578,0.033977236,-0.006361649
235,-4.083256376,Content Polluter,82,0.158734525,-0.018254411
236,-0.139555284,Content Polluter,456,-0.001469311,-0.003731308
237,-0.34255699,Content Polluter,3557,0.023279362,0.003070057
238,-2.683395615,Content Polluter,4966,0.126909821,-0.001596802
239,-3.275473242,Content Polluter,875,0.134841563,-0.013997168
240,-2.36271576,Content Polluter,1272,0.094200828,-0.009427818
241,-0.387132618,Content Polluter,765,0.010520518,-0.003853954
242,-2.222886928,Content Polluter,1466,0.089422186,-0.008470845
243,-1.893621127,Content Polluter,3275,0.085524403,-0.002963902
244,0.734934762,Content Polluter,6340,-0.006288643,0.013521683
245,-0.159181151,Content Polluter,670,0.000478302,-0.003282107
246,-0.756510939,Content Polluter,2304,0.03365797,-0.001389231
247,-4.710056343,Content Polluter,3237,0.200867462,-0.012756896
248,-0.092064816,Content Polluter,8069,0.03672936,0.014860887
249,-0.198304417,Content Polluter,3274,0.015867477,0.002882011
250,-2.422021282,Content Polluter,1785,0.099344736,-0.008390778
251,-3.034229693,Content Polluter,13484,0.185911271,0.017841403
252,0.030226531,Content Polluter,3130,0.005638836,0.003328832
253,0.035013192,Content Polluter,49,-0.010699657,-0.004122048
254,-0.372265548,Content Polluter,1386,0.0130555,-0.002288095
255,-0.024227802,Content Polluter,2642,0.005530995,0.001939637
256,-0.007135492,Content Polluter,247,-0.007898278,-0.003790398
257,-0.486999527,Content Polluter,950,0.015822082,-0.003770219
258,-1.463679093,Content Polluter,290,0.052143704,-0.00870862
259,-0.920127032,Content Polluter,1680,0.03713947,-0.003468553
260,-7.385262412,Content Polluter,27007,0.436007849,0.035564509
261,-0.898436435,Content Polluter,5788,0.057815951,0.006558828
262,-0.109058688,Content Polluter,2123,0.00612359,0.000404339
263,0.212717087,Content Polluter,6083,0.013796688,0.011099354
264,-6.330730254,Content Polluter,273,0.251738326,-0.025515287
265,-0.075961422,Content Polluter,164,-0.005522651,-0.004227482
266,-0.024323322,Content Polluter,100,-0.008009678,-0.004201811
267,-0.149733163,Content Polluter,212,-0.002299196,-0.004360461
268,-0.272863517,Content Polluter,472,0.004162548,-0.004158645
269,-2.330572351,Content Polluter,1892,0.096222977,-0.00782254
270,0.050177669,Content Polluter,1049,-0.00552575,-0.001695024
271,0.056622031,Content Polluter,222,-0.010676618,-0.003628596
272,-0.235130174,Content Polluter,1104,0.005855821,-0.002490767
273,-0.116760954,Content Polluter,532,-0.001957709,-0.003472858
274,0.615228847,Content Polluter,10902,0.022696989,0.02415099
275,-0.676193589,Content Polluter,963,0.023305771,-0.004359988
276,-0.281743495,Content Polluter,708,0.005757922,-0.00361677
277,0.031799629,Content Polluter,415,-0.008644327,-0.003246569
278,-1.931525795,Content Polluter,4,0.069833941,-0.011012852
279,-0.162712519,Content Polluter,727,0.000949584,-0.00315856
280,-0.353886454,Content Polluter,73,0.00529951,-0.005396297
281,-8.603629628,Content Polluter,4422,0.366993073,-0.023312155
282,-1.308864974,Content Polluter,4405,0.067539391,0.001781626
283,-0.525312564,Content Polluter,6169,0.04458219,0.008760654
284,-1.461847652,Content Polluter,880,0.055113629,-0.007268291
285,-0.195209353,Content Polluter,43,-0.001298965,-0.004928461
286,-3.355011935,Content Polluter,2426,0.140892777,-0.010043265
287,0.17001301,Content Polluter,1061,-0.010873989,-0.001209717
288,-2.306491733,Content Polluter,13905,0.158622937,0.021336698
289,-1.927478361,Content Polluter,190,0.070752306,-0.010557758
290,-0.066817492,Content Polluter,981,-0.001620843,-0.002215527
291,-0.039192894,Content Polluter,20,-0.007828994,-0.004446028
292,-1.071269233,Content Polluter,5272,0.062184133,0.004714547
293,-1.051789317,Content Polluter,491,0.036300964,-0.006802896
294,0.135011153,Content Polluter,854,-0.010482551,-0.001835495
295,-1.314943242,Content Polluter,4337,0.067372774,0.001601123
296,-2.829759955,Content Polluter,3902,0.127153089,-0.004663346
297,-2.03683824,Content Polluter,1465,0.08180644,-0.007834377
298,-3.153011697,Content Polluter,1751,0.129317338,-0.011005258
299,-0.492562569,Content Polluter,2265,0.022623627,-0.000574463
300,-0.172128208,Content Polluter,1830,0.007184651,-0.000523807
301,-0.632353402,Content Polluter,259,0.018302353,-0.005957718
302,-1.713028102,Content Polluter,1225,0.0672125,-0.007296128
303,-1.796682233,Content Polluter,1187,0.070486934,-0.007680025
304,-0.063995001,Content Polluter,54,-0.006616912,-0.004450496
305,0.055977975,Content Polluter,9,-0.011765803,-0.00414709
306,-0.965113456,Content Polluter,18107,0.126426508,0.036069472
307,-0.199609325,Content Polluter,169,-0.000468046,-0.004637377
308,-1.591890782,Content Polluter,8931,0.102862622,0.011776411
309,-0.380580752,Content Polluter,437,0.008430077,-0.004617294
310,-0.577357758,Content Polluter,1060,0.019766742,-0.003785114
311,0.095018639,Content Polluter,345,-0.011594002,-0.003199406
312,-2.329871647,Content Polluter,3466,0.104401629,-0.00400181
313,-1.624913908,Content Polluter,734,0.061700701,-0.008241973
314,0.014947905,Content Polluter,345,-0.008324142,-0.003473885
315,-0.633727456,Content Polluter,700,0.020171729,-0.004849919
316,-2.211894531,Content Polluter,873,0.08591427,-0.00987461
317,0.014737662,Content Polluter,3128,0.006297015,0.003267717
318,-0.214634434,Content Polluter,819,0.003608311,-0.003118517
319,-1.55485954,Content Polluter,16228,0.139670461,0.029581125
320,-0.08205598,Content Polluter,8,-0.006137406,-0.004622401
321,-0.282825588,Content Polluter,380,0.004066013,-0.004413899
322,-0.127984182,Content Polluter,114,-0.003608676,-0.004531518
323,-3.125354774,Content Polluter,104,0.119362931,-0.014885051
324,-0.38866403,Content Polluter,316,0.008118179,-0.004937562
325,-0.158279446,Content Polluter,933,0.001905043,-0.002649108
326,-0.028385733,Content Polluter,21,-0.008266025,-0.004406475
327,-0.324836491,Content Polluter,1208,0.010209498,-0.002558986
328,-0.229766922,Content Polluter,135,0.000589852,-0.004823555
329,-0.506533861,Content Polluter,140,0.012030798,-0.00577005
330,-1.946248122,Content Polluter,824,0.074670183,-0.009070529
331,-7.388588213,Content Polluter,1412,0.301566049,-0.026438988
332,-0.075229631,Content Polluter,268,-0.005015708,-0.003972203
333,-0.208624633,Content Polluter,230,0.000210715,-0.004519647
334,0.019207087,Content Polluter,35,-0.010129324,-0.004210004
335,-0.481088906,Content Polluter,375,0.012273075,-0.005117664
336,-2.074546289,Content Polluter,4377,0.098635329,-0.000908711
337,-13.18331868,Content Polluter,15208,0.611636475,-0.012966888
338,-0.477585042,Content Polluter,260,0.011456685,-0.005378161
339,-2.123966625,Content Polluter,595,0.080756718,-0.010237294
340,0.332688215,Content Polluter,5731,0.00698534,0.010663432
341,-1.105855894,Content Polluter,383,0.037872636,-0.007243808
342,-0.20185841,Content Polluter,14,-0.001198076,-0.005019898
343,-0.193269768,Content Polluter,3,-0.001660391,-0.00501238
344,-10.37048139,Content Polluter,13644,0.48796156,-0.007061458
345,-0.358426893,Content Polluter,87,0.005627096,-0.005383973
346,-0.371539437,Content Polluter,46,0.005974655,-0.005530654
347,-1.163008832,Content Polluter,1728,0.047326162,-0.004186263
348,-0.351623882,Content Polluter,703,0.008639193,-0.003873155
349,-0.334718784,Content Polluter,3369,0.021997576,0.002639229
350,-1.03388312,Content Polluter,219,0.034150678,-0.007401285
351,-0.321093767,Content Polluter,115,0.004269126,-0.005189882
352,0.080838838,Content Polluter,7298,0.02558443,0.013588849
353,-1.243057187,Content Polluter,274,0.042950894,-0.007982387
354,-0.04884799,Content Polluter,1014,-0.002028936,-0.002087368
355,-19.71539582,Content Polluter,10560,0.855904614,-0.046787949
356,-0.579042806,Content Polluter,3991,0.037292345,0.003128468
357,0.149241444,Content Polluter,1765,-0.006353346,0.00042676
358,-0.348763451,Content Polluter,1252,0.011393065,-0.002532251
359,-4.725014525,Content Polluter,18605,0.282944778,0.024355591
360,0.043916393,Content Polluter,300,-0.009756887,-0.003482419
361,-1.13961638,Content Polluter,31435,0.202774301,0.067827441
362,-2.927091911,Content Polluter,386,0.112606435,-0.013509864
363,-0.534790446,Content Polluter,4664,0.03697279,0.005090302
364,-0.045257707,Content Polluter,307,-0.006075216,-0.003771435
365,-3.300875446,Content Polluter,565,0.130488774,-0.014504887
366,-2.757441201,Content Polluter,940,0.108566019,-0.011584279
367,-5.156619598,Content Polluter,4700,0.226775184,-0.010742404
368,-2.178790619,Content Polluter,5370,0.108247939,0.001127226
369,-1.418512497,Content Polluter,1355,0.05587733,-0.00597242
370,-0.100649969,Content Polluter,85,-0.004951306,-0.004501567
371,-0.03583873,Content Polluter,190,-0.007068276,-0.00402312
372,-0.120382656,Content Polluter,11,-0.004581128,-0.004744352
373,-0.171529027,Content Polluter,92,-0.002026383,-0.004727023
374,0.755175962,Content Polluter,14148,0.033943299,0.032501971
375,-2.033678315,Content Polluter,1656,0.082750405,-0.007366972
376,-5.087557819,Content Polluter,2041,0.210987372,-0.017034855
377,-1.695503095,Content Polluter,840,0.064469197,-0.008168247
378,1.943350073,Content Polluter,18909,0.010123015,0.048135448
379,0.090292343,Content Polluter,902,-0.00847264,-0.001866502
380,0.950482914,Content Polluter,13096,0.020428201,0.030624186
381,-0.481240032,Content Polluter,418,0.012432477,-0.005007636
382,-0.077835887,Content Polluter,1556,0.001969565,-0.000870909
383,-0.837771776,Content Polluter,2423,0.038068134,-0.001420489
384,-0.804680708,Content Polluter,1342,0.030606302,-0.003887815
385,-0.017865033,Content Polluter,780,-0.004724175,-0.002530387
386,-0.084708471,Content Polluter,1124,-0.000118469,-0.00193225
387,-3.769417373,Content Polluter,839,0.149849928,-0.015340834
388,0.009941481,Content Polluter,104,-0.009393621,-0.004074165
389,-0.91808806,Content Polluter,469,0.030622175,-0.006388802
390,0.02428818,Content Polluter,1401,-0.003151752,-0.000884317
391,0.096091919,Content Polluter,256,-0.012107365,-0.00341115
392,-0.585809667,Content Polluter,433,0.016899339,-0.005340099
393,0.122167844,Content Polluter,5399,0.013886387,0.009133301
394,-2.753539923,Content Polluter,558,0.10651617,-0.012506488
395,-0.090678086,Content Polluter,70,-0.005447562,-0.004502822
396,0.029555962,Content Polluter,1834,-0.001109118,0.000184147
397,-2.778912539,Content Polluter,832,0.109183899,-0.011946589
398,-0.335649232,Content Polluter,760,0.008259062,-0.003677926
399,-0.279405938,Content Polluter,91,0.002362673,-0.00509827
400,-0.770443582,Content Polluter,50,0.022397527,-0.006898204
401,-1.419987151,Content Polluter,211,0.049928386,-0.00874881
402,-17.46751179,Content Polluter,1284,0.71489419,-0.061510466
403,-1.400816835,Content Polluter,1819,0.057532345,-0.004782485
404,-4.126726073,Content Polluter,3312,0.177262861,-0.010560033
405,0.057552814,Content Polluter,2,-0.011867741,-0.004158574
406,0.068469677,Content Polluter,452,-0.00995689,-0.003030407
407,-4.801203299,Content Polluter,10939,0.245278597,0.005568334
408,-0.025855434,Content Polluter,101,-0.007955901,-0.004203408
409,-0.204074525,Content Polluter,279,0.000266786,-0.004383986
410,-4.743473265,Content Polluter,7944,0.226953227,-0.001468439
411,-1.240832413,Content Polluter,6960,0.078042049,0.008216601
412,-2.455394991,Content Polluter,4946,0.117278779,-0.000844788
413,0.348522393,Content Polluter,3069,-0.007653534,0.004269851
414,-9.821496024,Content Polluter,565,0.397203214,-0.036895134
415,-0.465019031,Content Polluter,2287,0.021647869,-0.00042969
416,-5.665839514,Content Polluter,8709,0.268880875,-0.002798354
417,-0.042684843,Content Polluter,72,-0.007425862,-0.004330921
418,-0.097894981,Content Polluter,2967,0.010126248,0.00248498
419,-0.096095628,Content Polluter,296,-0.003986486,-0.003978538
420,-5.661234019,Content Polluter,33841,0.401190092,0.05805703
421,-2.499953258,Content Polluter,697,0.096806119,-0.011293062
422,0.05307404,Content Polluter,16,-0.011609183,-0.004140198
423,-0.307550318,Content Polluter,462,0.005476911,-0.004297418
424,-1.223234551,Content Polluter,4899,0.066469677,0.003286601
425,-0.046673471,Content Polluter,530,-0.004827019,-0.003237742
426,-2.667451333,Content Polluter,161,0.100771518,-0.013160492
427,-0.110501263,Content Polluter,587,-0.001867102,-0.003323197
428,-1.438721468,Content Polluter,2006,0.06009355,-0.004462138
429,-0.165694353,Content Polluter,37,-0.002588874,-0.004837158
430,-0.510746627,Content Polluter,156,0.012270124,-0.00574426
431,-6.465619922,Content Polluter,6815,0.292597304,-0.010216375
432,-0.540394798,Content Polluter,797,0.016939799,-0.004301143
433,-0.095457849,Content Polluter,1,-0.005648993,-0.004683358
434,-0.005285797,Content Polluter,370,-0.007361368,-0.003483136
435,-0.024278304,Content Polluter,176,-0.007598709,-0.004018741
436,1.856457344,Content Polluter,17942,0.008627764,0.045491893
437,-0.097068587,Content Polluter,128,-0.004917276,-0.00438112
438,0.13645238,Content Polluter,1946,-0.004899669,0.00082309
439,-3.371608342,Content Polluter,2241,0.140731379,-0.010559963
440,-3.746981929,Content Polluter,696,0.152735853,-0.016010179
441,-0.654664964,Content Polluter,2662,0.031484231,-0.000182063
442,-0.069418296,Content Polluter,1607,0.001771757,-0.000707798
443,-0.202926712,Content Polluter,262,0.000125693,-0.004420801
444,0.098325964,Content Polluter,297,-0.011978765,-0.003304562
