s_no,pca_1,pca_2,Label,tweet_count,lda_1
116,0.032511244,-0.016952195,Legitimate User,5237,1.12484885
117,-0.00755468,-0.006931219,Legitimate User,611,-0.012850467
118,0.002035286,0.016098276,Legitimate User,835,-0.330589462
119,-0.003158902,-0.009999965,Legitimate User,1187,0.156283447
120,0.007996409,-0.004441275,Legitimate User,2185,0.279101548
121,-0.006614515,0.009283352,Legitimate User,148,-0.364095077
122,-0.002814949,-0.005662043,Legitimate User,1073,0.064431759
123,-0.011930088,-0.006445404,Legitimate User,127,-0.124033938
124,0.003832706,-0.00042968,Legitimate User,1601,0.094000162
125,-0.004087894,0.001046893,Legitimate User,704,-0.118912433
126,-0.006081166,0.013547447,Legitimate User,57,-0.454887598
127,-0.006542524,-0.002121205,Legitimate User,552,-0.101785085
128,0.028277837,-0.019166012,Legitimate User,4862,1.078006879
129,0.024568022,0.061833424,Legitimate User,1652,-0.877393616
130,0.002548501,-0.00970076,Legitimate User,1786,0.278223501
131,-0.011673365,-0.008852409,Legitimate User,238,-0.0619355
132,-0.005572957,-0.005244549,Legitimate User,764,-0.007097307
133,0.049513974,0.020677154,Legitimate User,5745,0.643722337
134,0.016139566,0.00567497,Legitimate User,2703,0.229915082
135,0.010531717,-0.010984181,Legitimate User,2683,0.487524484
136,0.010152445,0.00566503,Legitimate User,2064,0.096932588
137,-0.007510864,-0.009618631,Legitimate User,709,0.051117457
138,0.012473789,-0.011062901,Legitimate User,2893,0.535381063
139,-0.001993336,-0.013269891,Legitimate User,1425,0.259232946
140,0.007794918,0.050753195,Legitimate User,246,-0.999692417
141,-0.004697125,0.004499776,Legitimate User,519,-0.212479402
142,0.002811298,-0.011485518,Legitimate User,1876,0.326816361
143,0.104171247,-0.042443469,Legitimate User,13774,3.329040949
144,0.194073293,0.164077242,Legitimate User,16195,0.670266956
145,0.043859822,0.056782574,Legitimate User,3885,-0.271952657
146,0.064588386,-0.030908917,Legitimate User,9147,2.167200034
147,-0.011873073,-0.004917948,Legitimate User,80,-0.157477285
148,-0.005542322,-0.002846337,Legitimate User,684,-0.062795096
149,-0.011015193,-0.010081874,Legitimate User,351,-0.018991585
150,0.039786681,-0.026654444,Legitimate User,6351,1.510295053
151,0.073751946,-0.009220495,Legitimate User,9372,1.872207374
152,-0.003279778,0.008339015,Legitimate User,537,-0.270118276
153,-0.00578526,0.003258047,Legitimate User,446,-0.209410335
154,0.045803025,0.00196843,Legitimate User,5999,0.985470026
155,0.080855218,-0.038743594,Legitimate User,11156,2.716090096
156,-0.013105646,-0.010405282,Legitimate User,139,-0.057975011
157,-0.00795397,-0.006891627,Legitimate User,567,-0.022980621
158,-0.014086361,-0.011633938,Legitimate User,77,-0.052430795
159,-0.011010911,-0.006730638,Legitimate User,235,-0.095491416
160,0.212107932,-0.050428602,Legitimate User,25575,5.975436704
161,-0.01158538,-0.005185371,Legitimate User,120,-0.144619849
162,-0.003961048,-0.010825987,Legitimate User,1130,0.158379987
163,0.665334653,-0.220461137,Legitimate User,79876,20.09221855
164,-0.008420166,-0.009648082,Legitimate User,613,0.029757316
165,0.023922077,-0.016030901,Legitimate User,4288,0.907490364
166,0.021282193,-0.01286739,Legitimate User,3896,0.780186619
167,-0.014444207,-0.011783622,Legitimate User,44,-0.057238394
168,0.011250761,0.002911667,Legitimate User,2277,0.183524486
169,-0.00416013,0.011698094,Legitimate User,326,-0.360463568
170,0.020277611,-0.011172304,Legitimate User,3730,0.714904366
171,0.004600431,-0.011282403,Legitimate User,2060,0.361920914
172,-0.006221414,-0.007898982,Legitimate User,787,0.039059765
173,-0.006611928,-0.004867862,Legitimate User,640,-0.039712824
174,0.010605525,-0.004773484,Legitimate User,2475,0.34852615
175,0.000701205,-0.002367625,Legitimate User,1334,0.067273279
176,0.003522499,0.005871105,Legitimate User,1349,-0.058796817
177,0.000189083,-0.009670839,Legitimate User,1533,0.225172534
178,-0.00791668,-0.00234257,Legitimate User,413,-0.128434703
179,0.006922695,-0.007741506,Legitimate User,2185,0.331251749
180,0.0688629,-0.005288137,Legitimate User,8713,1.679631784
181,-0.007663241,-0.008387907,Legitimate User,650,0.018670941
182,0.011387734,-0.006454798,Legitimate User,2617,0.40334314
183,-0.007147381,0.004194352,Legitimate User,268,-0.260969793
184,0.020294806,0.064307857,Legitimate User,1110,-1.036208971
185,0.047928368,0.045653938,Legitimate User,4707,0.054264576
186,0.005924086,0.010429559,Legitimate User,1447,-0.108416756
187,0.016371184,-0.002748761,Legitimate User,3020,0.438297383
188,-0.010393687,-0.006761557,Legitimate User,302,-0.081379142
189,0.005422264,-0.001530267,Legitimate User,1809,0.154285502
190,-0.011861273,-0.010379375,Legitimate User,271,-0.031291543
191,0.06398361,-0.025371779,Legitimate User,8890,2.027175531
192,0.099716509,-0.042490742,Legitimate User,13300,3.229518087
193,0.040222276,-0.021321452,Legitimate User,6212,1.40252373
194,0.008179975,0.013823244,Legitimate User,1570,-0.136556716
195,0.002211556,0.008695218,Legitimate User,1111,-0.155535521
196,0.036941291,0.00889132,Legitimate User,4812,0.632616262
197,0.440046996,0.404530113,Legitimate User,34098,0.829298172
198,0.049417765,0.005182517,Legitimate User,6273,0.999721782
199,-0.012412914,-0.009541565,Legitimate User,183,-0.0632279
200,0.060126939,-0.022746921,Legitimate User,8387,1.880063804
201,0.001913214,0.00022999,Legitimate User,1373,0.038522152
202,-0.01346314,-0.008451672,Legitimate User,33,-0.112074048
203,0.00864695,-0.015424661,Legitimate User,2636,0.548024185
204,0.014918744,-0.012355239,Legitimate User,3199,0.619274952
205,0.125021212,-0.043511602,Legitimate User,16037,3.83165468
206,0.057769176,0.045738776,Legitimate User,5756,0.246310003
207,0.050666324,0.053962852,Legitimate User,4712,-0.106200749
208,0.00169868,-0.003995662,Legitimate User,1497,0.128811168
209,0.00634625,-0.003013548,Legitimate User,1959,0.213698433
210,0.057959668,-0.013603972,Legitimate User,7838,1.619216481
211,-4.56E-05,-0.008752008,Legitimate User,1476,0.199235325
212,0.045492115,0.019202878,Legitimate User,5367,0.582167138
213,0.002315956,0.000489681,Legitimate User,1407,0.041157506
214,-0.002049833,0.002446659,Legitimate User,873,-0.105665717
215,0.006200283,-0.016036036,Legitimate User,2396,0.506958357
216,0.016389496,0.029186767,Legitimate User,1913,-0.310186474
217,-0.013381811,-0.01001544,Legitimate User,96,-0.073908274
218,-0.007545954,-0.004861218,Legitimate User,540,-0.06000871
219,0.184776956,-0.004735864,Legitimate User,21069,4.312974155
220,0.038487401,-0.027925177,Legitimate User,6256,1.51997291
221,0.020903767,-0.018255744,Legitimate User,4043,0.89115993
222,0.039638657,-0.023140757,Legitimate User,6213,1.428787025
223,0.026094552,-0.013094978,Legitimate User,4418,0.887954437
224,-0.009926308,-0.010391046,Legitimate User,478,0.012820674
225,0.049102487,-0.006084631,Legitimate User,6631,1.247265352
226,-0.011778935,-0.005001816,Legitimate User,93,-0.154225265
227,-0.007362753,-0.011838667,Legitimate User,802,0.104315578
228,-0.01051728,-0.007515386,Legitimate User,315,-0.066948099
229,-0.005123941,-0.00579247,Legitimate User,831,0.015174784
230,-0.010826899,-0.007372911,Legitimate User,277,-0.077423682
231,0.02341553,-0.011660847,Legitimate User,4082,0.797398175
232,-0.007385291,0.001565769,Legitimate User,334,-0.207593036
233,-0.01207591,-0.011845458,Legitimate User,299,-0.001939601
234,-0.011582469,-0.010904739,Legitimate User,319,-0.012403819
235,-0.007559636,-0.005162571,Legitimate User,549,-0.053169673
236,-0.008121316,-0.008872709,Legitimate User,618,0.017959206
237,-0.01016222,-0.009475664,Legitimate User,421,-0.013403113
238,-0.004231526,-0.013820631,Legitimate User,1205,0.225015569
239,0.035928823,0.084867843,Legitimate User,1667,8.043086456
240,0.066949523,-0.021071336,Legitimate User,9057,2.001291176
241,-0.011239186,-0.009129517,Legitimate User,294,-0.046075252
242,-0.011432072,-0.009722769,Legitimate User,294,-0.036386727
243,-0.007256492,-0.003060393,Legitimate User,508,-0.087074535
244,0.026304602,-0.014133108,Legitimate User,4476,0.928055666
245,-0.002880555,-0.007563418,Legitimate User,1132,0.107999982
246,-0.009531069,-0.005895336,Legitimate User,364,-0.081649011
247,-0.001463751,-0.004616781,Legitimate User,1181,0.069832923
248,-0.009162467,-0.004647717,Legitimate User,360,-0.101815156
249,-0.011463226,-0.00216012,Legitimate User,28,-0.213003485
250,-0.010327374,-0.00244013,Legitimate User,159,-0.180765421
251,-0.007169854,-0.006841727,Legitimate User,649,-0.006693536
252,0.017411473,0.022222941,Legitimate User,2264,-0.125271196
253,-0.01342124,-0.009301547,Legitimate User,67,-0.091533036
254,0.020287553,-0.014103909,Legitimate User,3833,0.780661623
255,-0.013085244,-0.008528239,Legitimate User,76,-0.10156783
256,-0.009898685,-0.010795542,Legitimate User,495,0.022823634
257,0.009798992,-0.003621661,Legitimate User,2349,0.300706708
258,0.083185134,-0.016429362,Legitimate User,10619,2.497710539
259,-0.001274769,0.006351992,Legitimate User,820,-0.17642903
260,-0.005261581,-0.004114755,Legitimate User,758,-0.0262246
261,0.001077338,0.00653131,Legitimate User,1065,-0.129522836
262,-0.00934463,-0.0057826,Legitimate User,380,-0.080270578
263,0.077571704,-0.014753895,Legitimate User,9971,2.1111318
264,-0.013253166,-0.0102254,Legitimate User,117,-0.065467032
265,0.128108145,0.011148072,Legitimate User,14467,2.655463416
266,0.002607734,-0.011909035,Legitimate User,1869,0.331493651
267,-0.007203071,-0.002771309,Legitimate User,504,-0.100378708
268,-0.003893533,0.011545914,Legitimate User,360,-0.356661486
269,0.017921309,0.013536111,Legitimate User,2620,0.091911905
270,0.018854401,-0.00780354,Legitimate User,3461,0.605171823
271,0.075299512,-0.021562034,Legitimate User,9966,2.191825297
272,0.012042385,-0.008775333,Legitimate User,2765,0.5298463
273,0.199694444,-0.044868864,Legitimate User,24057,5.553674912
274,0.286198668,0.023729992,Legitimate User,30909,5.948840523
275,0.011105403,-0.009278601,Legitimate User,2685,0.461127194
276,-0.013421873,-0.012011223,Legitimate User,161,-0.027417761
277,0.009776293,-0.012530072,Legitimate User,2656,0.507232866
278,0.164337658,0.050841736,Legitimate User,16955,2.587996135
279,0.0453207,0.05609082,Legitimate User,4067,-0.268917422
280,0.022977037,-0.01611499,Legitimate User,4190,0.88848719
281,0.115838652,-0.020186027,Legitimate User,14246,3.090709639
282,-0.008762196,-0.010152415,Legitimate User,594,0.033711241
283,-0.009564354,-0.005882694,Legitimate User,360,-0.082533486
284,-0.008220359,-0.011739487,Legitimate User,707,0.082330714
285,-0.005359264,0.004623951,Legitimate User,444,-0.230577123
286,0.137870151,0.022026189,Legitimate User,15131,2.634038011
287,0.041270469,-0.010148986,Legitimate User,5936,1.163185887
288,-0.009050344,-0.009483942,Legitimate User,540,0.012015714
289,-0.000964099,0.005321284,Legitimate User,889,-0.146118633
290,0.022247677,-0.012324999,Legitimate User,3980,0.795108899
291,0.040245807,-0.002435493,Legitimate User,5558,0.976382244
292,0.007463609,0.009148653,Legitimate User,1656,-0.046901915
293,0.017924229,-0.001392831,Legitimate User,3139,0.435511678
294,0.04511584,0.009607103,Legitimate User,5660,0.799518541
295,-0.0053411,0.003752318,Legitimate User,476,-0.204947098
296,-0.013907949,-0.010682358,Legitimate User,63,-0.070575162
297,-0.007966398,-0.008482952,Legitimate User,621,0.012474006
298,-0.007317847,0.006781406,Legitimate User,160,-0.326317394
299,0.074792231,-0.007127884,Legitimate User,9410,1.856061539
300,-0.004442709,-0.002144168,Legitimate User,777,-0.053836162
301,0.079888545,-0.019321409,Legitimate User,10378,2.246996299
302,-0.006883041,-0.00518226,Legitimate User,622,-0.039154169
303,0.005062769,0.004817187,Legitimate User,1550,0.001980172
304,0.046700621,-0.013555103,Legitimate User,6634,1.367234679
305,-0.010688865,-0.002201827,Legitimate User,112,-0.19156429
306,0.000219343,-0.013550366,Legitimate User,1671,0.315604152
307,0.010888399,0.041802813,Legitimate User,887,-0.717662972
308,0.303572826,-0.096539647,Legitimate User,36944,9.078801712
309,-0.010650999,-0.00461571,Legitimate User,200,-0.13723095
310,-0.010273053,-0.000690789,Legitimate User,104,-0.219302755
311,-0.013740266,-0.011261219,Legitimate User,101,-0.053105471
312,0.004629283,0.009015355,Legitimate User,1358,-0.107757658
313,-0.011653523,-0.010229892,Legitimate User,288,-0.030308279
314,0.012189114,0.045902223,Legitimate User,883,-0.772190329
315,0.059879844,-0.031422161,Legitimate User,8662,2.074756374
316,0.015234021,0.041750178,Legitimate User,1352,-0.599337769
317,-0.003461453,0.004843588,Legitimate User,639,-0.192710842
318,-0.00908903,-0.006752197,Legitimate User,441,-0.052684539
319,0.031836916,-0.022826668,Legitimate User,5369,1.24715648
320,0.242570906,-0.084431717,Legitimate User,30010,7.422732191
321,0.016317229,-0.012863172,Legitimate User,3366,0.661785467
322,0.007127884,0.011767506,Legitimate User,1529,-0.110933855
323,0.007478939,-0.006810437,Legitimate User,2212,0.323371821
324,-0.007521167,0.003507863,Legitimate User,252,-0.254971577
325,-0.009661144,-0.003647522,Legitimate User,272,-0.135987405
326,0.018447548,0.001684481,Legitimate User,3088,0.375558091
327,-0.007326878,-0.006748439,Legitimate User,629,-0.012548952
328,0.016350302,-0.006084911,Legitimate User,3134,0.507218887
329,0.022227068,-0.017209008,Legitimate User,4145,0.964560263
330,-0.011558857,-0.008443573,Legitimate User,236,-0.068254046
331,-0.006863447,-0.002187052,Legitimate User,520,-0.107007105
332,0.069747622,-0.034542381,Legitimate User,9824,2.369725272
333,-0.006765155,-0.001113206,Legitimate User,493,-0.125212922
334,0.052020575,0.007372269,Legitimate User,6475,1.004132503
335,-0.01319057,-0.010607633,Legitimate User,137,-0.056095238
336,-0.001173292,-0.005914813,Legitimate User,1257,0.108842297
337,0.036105928,-0.018395687,Legitimate User,5671,1.238439922
338,-0.004139843,-0.011921366,Legitimate User,1149,0.178791027
339,0.022159337,-0.022455738,Legitimate User,4323,1.015789066
340,-0.00301605,-0.005992298,Legitimate User,1063,0.067542681
341,-0.009751072,0.000855854,Legitimate User,106,-0.243177574
342,0.004738054,0.009058088,Legitimate User,1368,-0.103301751
343,-0.006522249,-0.008333731,Legitimate User,770,0.041898563
344,0.035911664,-0.02141083,Legitimate User,5755,1.303793661
345,0.024085311,-0.004565981,Legitimate User,3907,0.649525345
346,-0.000518952,-0.009888673,Legitimate User,1465,0.213500415
347,0.017494252,-0.017507593,Legitimate User,3653,0.796126739
348,0.019009842,-0.010431752,Legitimate User,3569,0.66709959
349,0.064639281,-0.018112246,Legitimate User,8707,1.893047327
350,-0.001517822,-0.00688453,Legitimate User,1254,0.121188305
351,-0.011965055,-0.010295968,Legitimate User,257,-0.035065589
352,0.015440109,-0.010896797,Legitimate User,3204,0.597386817
353,0.003473061,-0.009421874,Legitimate User,1875,0.293330277
354,-0.002714645,-0.011512597,Legitimate User,1287,0.200867586
355,0.044831625,-0.023874384,Legitimate User,6793,1.561885561
356,-0.00879944,-0.005573936,Legitimate User,431,-0.073651714
357,0.270594705,-0.062098297,Legitimate User,32223,7.616080191
358,-0.013011672,-0.009196188,Legitimate User,107,-0.083090213
359,0.061790326,-0.026041756,Legitimate User,8679,1.995268528
360,0.036726969,-0.017525036,Legitimate User,5707,1.233825484
361,-0.005659219,0.002513211,Legitimate User,485,-0.181654981
362,-0.004643853,-0.004403843,Legitimate User,834,-0.005617329
363,-0.007584659,-0.00860523,Legitimate User,666,0.024081738
364,0.048478647,-0.013209383,Legitimate User,6812,1.395557398
365,-0.001345192,-0.012342305,Legitimate User,1462,0.251968778
366,-0.006025876,-0.006117524,Legitimate User,746,0.002098942
367,0.236818247,-0.06822657,Legitimate User,28833,6.91406458
368,-0.00029654,-0.012601632,Legitimate User,1583,0.281088154
369,-0.007415734,-0.005382645,Legitimate User,572,-0.044601429
370,0.018810839,0.007719177,Legitimate User,2917,0.247697982
371,0.09267602,-0.037677587,Legitimate User,12381,2.960765789
372,0.037163837,-0.004462698,Legitimate User,5299,0.961837235
373,0.007046538,-0.016745966,Legitimate User,2511,0.542920244
374,-0.013097707,-0.006637405,Legitimate User,9,-0.145949598
375,-0.012449321,-0.008819394,Legitimate User,154,-0.080164874
376,-0.006476353,-0.010812133,Legitimate User,861,0.100186424
377,-0.00336414,0.002925632,Legitimate User,716,-0.145745332
378,0.035166211,0.014471349,Legitimate User,4428,0.477975646
379,0.067553654,-0.020882899,Legitimate User,9115,2.009615491
380,-0.011142162,-0.007825552,Legitimate User,259,-0.072623087
381,0.167425347,0.016772931,Legitimate User,18470,3.403772029
382,0.013258415,0.00286119,Legitimate User,2493,0.232698082
383,0.004215022,0.002244082,Legitimate User,1549,0.039353093
384,0.412856332,-0.076606736,Legitimate User,47918,11.13223646
385,-0.010212933,-0.005574296,Legitimate User,280,-0.103471183
386,0.098121069,-0.033991864,Legitimate User,12834,3.006422098
387,-0.000622457,-0.001775849,Legitimate User,1172,0.026283606
388,0.280712287,-0.037398602,Legitimate User,32448,7.209537914
389,-0.011240292,-0.004815412,Legitimate User,144,-0.145523788
390,0.035439679,0.016371105,Legitimate User,4392,0.421805636
391,0.015843457,-0.01673913,Legitimate User,3450,0.742120894
392,-0.007137934,-0.007952532,Legitimate User,691,0.019629396
393,0.047801192,-0.007871332,Legitimate User,6554,1.262099775
394,0.001663035,-0.013519194,Legitimate User,1824,0.34895135
395,0.013675309,-0.013615751,Legitimate User,3110,0.620907979
396,-0.002199281,0.000575165,Legitimate User,922,-0.064451973
397,0.122180762,-0.042619164,Legitimate User,15703,3.740309971
398,-0.007099847,0.006729697,Legitimate User,185,-0.318520675
399,-0.012790593,-0.008802559,Legitimate User,117,-0.088799734
400,0.009021866,-0.014099186,Legitimate User,2630,0.525495437
401,0.020706035,-0.011867477,Legitimate User,3800,0.73818892
402,7.34E-05,-0.010082894,Legitimate User,1535,0.231223607
403,-0.008844797,-0.003755903,Legitimate User,363,-0.116702012
404,0.018198586,-0.013731123,Legitimate User,3597,0.725001412
405,-0.006310097,0.000924938,Legitimate User,471,-0.167043994
406,-0.008507856,-0.005225091,Legitimate User,450,-0.074796592
407,0.001926691,0.000651909,Legitimate User,1359,0.047146807
408,-0.011184039,-0.005621644,Legitimate User,178,-0.125288605
409,-0.00718798,-0.005602295,Legitimate User,604,-0.035576453
410,0.038660134,-0.014613073,Legitimate User,5811,1.23904339
411,-0.00529215,-0.003489063,Legitimate User,733,-0.041378862
412,-0.013001944,-0.009195497,Legitimate User,108,-0.082549082
413,-0.011616208,-0.009712399,Legitimate User,274,-0.041267486
414,0.104643418,0.035572082,Legitimate User,11114,1.541180804
415,-0.007447508,-0.005365864,Legitimate User,568,-0.045142011
416,-0.011257445,-0.005472334,Legitimate User,165,-0.130967278
417,0.030375892,-0.012000012,Legitimate User,4837,0.961418288
418,0.031424876,-0.019716085,Legitimate User,5217,1.164703577
419,-0.014239187,-0.010750506,Legitimate User,30,-0.076472049
420,0.011415595,-0.014342252,Legitimate User,2894,0.585817835
421,0.030056278,0.007083655,Legitimate User,4140,0.511243219
422,-0.010567139,-0.007928813,Legitimate User,324,-0.057624948
423,0.035005097,-0.011531064,Legitimate User,5315,1.054659571
424,0.001427683,0.021195091,Legitimate User,593,-0.46062323
425,0.153810562,-0.036306438,Legitimate User,18860,4.329213846
426,0.001849795,-0.012427952,Legitimate User,1806,0.328680231
427,-0.001951712,-0.003669423,Legitimate User,1096,0.036653741
428,0.012484143,0.050400276,Legitimate User,759,-0.887031289
429,0.041559553,0.008703061,Legitimate User,5311,0.756119122
430,-0.003786086,-0.00375422,Legitimate User,903,-0.000837607
431,-0.01143135,-0.011619813,Legitimate User,360,0.006995385
432,0.057073512,0.001245803,Legitimate User,7227,1.267789276
433,0.162884561,-0.030284777,Legitimate User,19620,4.387169175
434,-0.007094306,-0.005055869,Legitimate User,595,-0.045645144
435,0.002395992,0.006267556,Legitimate User,1215,-0.094607443
436,-0.002509652,0.007905038,Legitimate User,634,-0.235662988
437,0.02849443,0.036771414,Legitimate User,2941,-0.189329435
438,0.027272356,0.008771159,Legitimate User,3784,0.412404598
439,-0.012551511,-0.01002504,Legitimate User,185,-0.055246909
440,-0.010616826,-0.007044034,Legitimate User,288,-0.080165418
441,-0.007932294,-0.00316831,Legitimate User,440,-0.109274353
442,0.00476841,-0.003252136,Legitimate User,1799,0.179391615
443,0.064560209,0.197653365,Legitimate User,1200,-3.026633181
444,-0.001151289,-0.008121253,Legitimate User,1336,0.160330026
445,-0.008326487,-0.010369097,Legitimate User,648,0.04969271
446,-0.010759596,-0.005670199,Legitimate User,225,-0.114452107
